Control Box No.76(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
31,0.00000000,0.00000000,0.00000000,0.03933817,-0.18654470,-0.04202707,-0.54234505,0.47727281,0.34931362,-0.02532189,0.50711435,0.49581861,-0.03820717,0.65734553,0.18234262,0.06073509,0.06130042,-0.17605564,0.10224409,0.00000000,0.00000000,0.00000000,0,17:14:24.0,0,0
32,0.00000000,0.00000000,0.00000000,0.02357818,-0.18368252,-0.05879769,-0.57348198,0.46497634,0.32352990,-0.03214467,0.49006608,0.50679338,-0.04419008,0.64328772,0.17453258,0.02201875,0.03932217,-0.18695225,0.07094704,0.00000000,0.00000000,0.00000000,0,17:14:24.0,0,0
33,0.00000000,0.00000000,0.00000000,-0.02132381,-0.21750608,-0.10098506,-0.62749124,0.41594344,0.26756045,-0.06547308,0.44832715,0.49902055,-0.07263269,0.58462745,0.14141320,-0.07190902,-0.00699308,-0.21143745,0.03634687,0.00000000,0.00000000,0.00000000,0,17:14:24.0,0,0
34,0.00000000,0.00000000,0.00000000,0.02914272,-0.16200772,-0.05107354,-0.57312298,0.46795279,0.36861598,-0.03598134,0.49966592,0.53371096,-0.02100755,0.67764348,0.22235678,0.10308052,0.07172500,-0.16128869,0.10275336,0.00000000,0.00000000,0.00000000,0,17:14:24.0,0,0
35,0.00000000,0.00000000,0.00000000,0.05473239,-0.14574045,-0.03913840,-0.57601511,0.46169963,0.35862324,-0.02464873,0.48614162,0.55709434,-0.01347539,0.67593950,0.22433387,0.10485063,0.06641129,-0.17096218,0.07663557,0.00000000,0.00000000,0.00000000,0,17:14:25.0,0,0
36,0.00000000,0.00000000,0.00000000,0.05345654,-0.15872835,-0.07236689,-0.63129199,0.39177385,0.31421188,-0.04497865,0.42614552,0.54751253,-0.04268662,0.61125177,0.18977797,0.03948800,0.02129269,-0.19954309,0.02771756,0.00000000,0.00000000,0.00000000,0,17:14:25.0,0,0
37,0.00000000,0.00000000,0.00000000,0.01298640,-0.19462436,-0.11940157,-0.71599418,0.31631610,0.29464114,-0.08734050,0.38730824,0.51376367,-0.05780971,0.58738554,0.19890425,0.06281686,0.02775919,-0.20138675,0.03221405,0.00000000,0.00000000,0.00000000,0,17:14:25.0,0,0
38,0.00000000,0.00000000,0.00000000,0.00991053,-0.10938197,0.01560358,-0.59612328,0.41803828,0.40226537,-0.08654395,0.44135290,0.57870585,-0.06679478,0.67415947,0.26216045,0.15469979,0.06050312,-0.16424721,0.06124349,0.00000000,0.00000000,0.00000000,0,17:14:25.0,0,0
39,0.00000000,0.00000000,0.00000000,-0.12707832,-0.13377488,0.05915716,-0.58167648,0.44502741,0.43555495,-0.13646832,0.44437912,0.60752463,-0.13714735,0.66349924,0.26089865,0.09636676,0.04425604,-0.14039771,0.07475249,0.00000000,0.00000000,0.00000000,0,17:14:25.0,0,0
40,0.00000000,0.00000000,0.00000000,-0.18464699,-0.15357825,0.00738391,-0.61767757,0.43550849,0.36551565,-0.20165922,0.41890249,0.58313036,-0.16538081,0.60619193,0.21590644,0.00350568,0.00553160,-0.14925742,0.07207115,0.00000000,0.00000000,0.00000000,0,17:14:26.0,0,0
41,0.00000000,0.00000000,0.00000000,-0.11398134,-0.12075622,0.01134500,-0.51578665,0.49759001,0.45073646,-0.13281132,0.46514422,0.58586830,-0.08486569,0.67967588,0.27177477,0.16290706,0.07445902,-0.09807244,0.14540367,0.00000000,0.00000000,0.00000000,0,17:14:26.0,0,0
42,0.00000000,0.00000000,0.00000000,-0.10515036,-0.08405033,-0.00910499,-0.43912017,0.53852373,0.47331172,-0.05725974,0.46698445,0.58497131,-0.06127662,0.69803518,0.27878997,0.19381008,0.07742894,-0.13880424,0.09450200,0.00000000,0.00000000,0.00000000,0,17:14:26.0,0,0
43,0.00000000,0.00000000,0.00000000,-0.02492008,-0.10427402,-0.08433916,-0.44351989,0.49814340,0.43540615,-0.06470571,0.41211942,0.55940604,-0.06409813,0.64678115,0.23121689,0.10022262,0.02501374,-0.24702166,-0.02437810,0.00000000,0.00000000,0.00000000,0,17:14:26.0,0,0
44,0.00000000,0.00000000,0.00000000,-0.04789631,-0.15347157,-0.14987773,-0.51387763,0.42389083,0.35604018,-0.10687176,0.33630466,0.52669102,-0.10902145,0.55562580,0.17861991,-0.02874392,-0.04714265,-0.31934437,-0.10952015,0.00000000,0.00000000,0.00000000,0,17:14:26.0,0,0
45,0.00000000,0.00000000,0.00000000,0.05769332,-0.09082249,-0.06648136,-0.39993259,0.47219825,0.47465897,-0.07050259,0.36969465,0.58174884,-0.07283100,0.65172648,0.25609329,0.17487836,0.00526433,-0.27777994,-0.06770768,0.00000000,0.00000000,0.00000000,0,17:14:27.0,0,0
46,0.00000000,0.00000000,0.00000000,0.02024508,-0.05569130,-0.04983310,-0.39096826,0.42170092,0.45232654,-0.06160687,0.32192039,0.56983715,-0.07885291,0.61867166,0.22692834,0.14762075,-0.02350682,-0.29094815,-0.12337026,0.00000000,0.00000000,0.00000000,0,17:14:27.0,0,0
47,0.00000000,0.00000000,0.00000000,0.04615986,-0.01445797,-0.04210366,-0.46128884,0.23131013,0.41145462,-0.04187557,0.22184654,0.51495379,-0.08586705,0.52365053,0.16546610,0.07614709,-0.07227350,-0.31995547,-0.22087318,0.00000000,0.00000000,0.00000000,0,17:14:27.0,0,0
48,0.00000000,0.00000000,0.00000000,0.29905790,-0.02959180,-0.01279750,-0.38936180,0.17776136,0.47406694,-0.01910038,0.20747492,0.43048182,-0.08182362,0.51871824,0.18405011,0.23891906,-0.04795221,-0.31016570,-0.22620173,0.00000000,0.00000000,0.00000000,0,17:14:27.0,0,0
49,0.00000000,0.00000000,0.00000000,0.31337509,-0.00059040,-0.00423853,-0.42193091,0.15983385,0.45206153,-0.03162681,0.17131796,0.40008619,-0.10101709,0.48550612,0.16766265,0.17665681,-0.07754233,-0.30132619,-0.24389145,0.00000000,0.00000000,0.00000000,0,17:14:27.0,0,0
50,0.00000000,0.00000000,0.00000000,0.33846557,-0.09844048,-0.00773567,-0.54760474,0.13722007,0.38241565,-0.13850579,0.14719270,0.43520880,-0.25286165,0.48430613,0.17296921,-0.11913674,-0.15575150,-0.35682166,-0.21201374,0.00000000,0.00000000,0.00000000,0,17:14:28.0,0,0
51,0.00000000,0.00000000,0.00000000,0.37762368,-0.18584430,-0.03986294,-0.56352806,0.09146049,0.30460316,-0.16629267,0.12989186,0.36383519,-0.23326397,0.43187904,0.11694071,-0.28537390,-0.20826423,-0.38595772,-0.23178123,0.00000000,0.00000000,0.00000000,0,17:14:28.0,0,0
52,0.00000000,0.00000000,0.00000000,0.46937218,-0.12427793,0.05126863,-0.46603143,0.15267819,0.41599414,-0.13633993,0.18652368,0.37957659,-0.18747488,0.53625226,0.15122771,-0.08440297,-0.15178663,-0.33054134,-0.17310134,0.00000000,0.00000000,0.00000000,0,17:14:28.0,0,0
53,0.00000000,0.00000000,0.00000000,0.43053079,-0.16710129,0.03658351,-0.51256675,0.15006705,0.35939750,-0.14971161,0.17245257,0.34302926,-0.17894104,0.51488769,0.12008417,-0.12818161,-0.18375948,-0.32606944,-0.19221321,0.00000000,0.00000000,0.00000000,0,17:14:28.0,0,0
54,0.00000000,0.00000000,0.00000000,0.36574808,-0.23336874,-0.02430641,-0.66295618,0.09543618,0.28035980,-0.18039925,0.13223039,0.35362273,-0.23690039,0.45597568,0.09197589,-0.25855589,-0.24201445,-0.35778999,-0.24826033,0.00000000,0.00000000,0.00000000,0,17:14:28.0,0,0
55,0.00000000,0.00000000,0.00000000,0.39914066,-0.21453853,0.01234373,-0.63247097,0.11137255,0.34337333,-0.15146701,0.16069999,0.33935928,-0.17320445,0.50728607,0.14317478,-0.10909721,-0.19882745,-0.31898844,-0.17845638,0.00000000,0.00000000,0.00000000,0,17:14:29.0,0,0
56,0.00000000,0.00000000,0.00000000,0.43819880,-0.19826666,0.04848607,-0.59921288,0.11175738,0.33349550,-0.14524002,0.14612812,0.31583697,-0.16855927,0.48778671,0.12689903,-0.11341329,-0.21811435,-0.31101868,-0.18181553,0.00000000,0.00000000,0.00000000,0,17:14:29.0,0,0
57,0.00000000,0.00000000,0.00000000,0.39922407,-0.23264921,0.01078304,-0.62848949,0.06727629,0.25921100,-0.18536089,0.09944818,0.30161965,-0.20900410,0.41839036,0.08473662,-0.24690641,-0.27623737,-0.33400595,-0.24777475,0.00000000,0.00000000,0.00000000,0,17:14:29.0,0,0
58,0.00000000,0.00000000,0.00000000,0.30068475,-0.32823676,0.00605325,-0.67599881,0.00203931,0.24495330,-0.22622506,0.06133580,0.28560504,-0.20008333,0.40078115,0.09353131,-0.21016228,-0.23948325,-0.32139248,-0.22799528,0.00000000,0.00000000,0.00000000,0,17:14:29.0,0,0
59,0.00000000,0.00000000,0.00000000,0.33125395,-0.26079983,0.07555255,-0.61873317,0.06157808,0.28287533,-0.19743271,0.07601718,0.27111781,-0.17719212,0.41843393,0.12151285,-0.10865384,-0.23082602,-0.26543832,-0.16946912,0.00000000,0.00000000,0.00000000,0,17:14:29.0,0,0
60,0.00000000,0.00000000,0.00000000,0.36883110,-0.25110626,0.05207951,-0.65379167,-0.00391033,0.24421589,-0.18213293,0.04084319,0.32567102,-0.22745821,0.34683132,0.08176173,-0.15869096,-0.27723175,-0.26604083,-0.17217910,0.00000000,0.00000000,0.00000000,0,17:14:30.0,0,0
61,0.00000000,0.00000000,0.00000000,0.30799305,-0.29780996,-0.01791273,-0.73153079,-0.12639289,0.14833769,-0.18657018,-0.02939874,0.19899189,-0.18314365,0.22486448,-0.00986817,-0.22616823,-0.32464400,-0.29075867,-0.23704286,0.00000000,0.00000000,0.00000000,0,17:14:30.0,0,0
62,0.00000000,0.00000000,0.00000000,0.25552648,-0.37482697,0.04122258,-0.70538247,-0.13875677,0.20595905,-0.15796216,0.00258110,0.18468969,-0.17654288,0.30969238,-0.00957024,0.14832157,-0.23590963,-0.24255425,-0.31805009,0.00000000,0.00000000,0.00000000,0,17:14:30.0,0,0
63,0.00000000,0.00000000,0.00000000,0.09846498,-0.41462690,0.01587873,-0.72902799,-0.16672033,0.12931822,-0.26165953,-0.07214981,0.14599235,-0.34945130,0.21565026,-0.02283001,0.09567030,-0.27177957,-0.23985451,-0.39765382,0.00000000,0.00000000,0.00000000,0,17:14:30.0,0,0
64,0.00000000,0.00000000,0.00000000,-0.07801747,-0.47209221,-0.04873755,-0.80632091,-0.24593878,0.02148669,-0.35170943,-0.17171374,0.09246209,-0.45373854,0.09552021,-0.17114905,-0.06403690,-0.33052728,-0.27321649,-0.48365963,0.00000000,0.00000000,0.00000000,0,17:14:30.0,0,0
65,0.00000000,0.00000000,0.00000000,-0.15475574,-0.48585767,-0.01501225,-0.78948402,-0.22355163,0.07813919,-0.37203699,-0.15808922,0.05719234,-0.34040594,0.16989468,-0.12138239,0.11258417,-0.27411413,-0.24153607,-0.47199756,0.00000000,0.00000000,0.00000000,0,17:14:31.0,0,0
66,0.00000000,0.00000000,0.00000000,-0.22044443,-0.52712238,-0.02014456,-0.86211228,-0.26170614,0.05560341,-0.42448330,-0.20150617,0.13492323,-0.50905102,0.12581034,-0.01482526,0.05421825,-0.29872766,-0.25854570,-0.51316780,0.00000000,0.00000000,0.00000000,0,17:14:31.0,0,0
67,0.00000000,0.00000000,0.00000000,-0.24130392,-0.57186466,-0.05274173,-0.92909455,-0.32661361,-0.00919657,-0.45976049,-0.25266093,0.15563163,-0.39907300,0.04367400,-0.05068613,-0.08948240,-0.35977778,-0.29380468,-0.57011366,0.00000000,0.00000000,0.00000000,0,17:14:31.0,0,0
68,0.00000000,0.00000000,0.00000000,-0.19252837,-0.56404829,-0.01995310,-0.88302851,-0.29095033,0.05613463,-0.43956226,-0.22239400,0.16768587,-0.32735565,0.12249849,-0.00325545,0.07639195,-0.30530098,-0.27124208,-0.54340363,0.00000000,0.00000000,0.00000000,0,17:14:31.0,0,0
69,0.00000000,0.00000000,0.00000000,-0.18710624,-0.58205241,-0.01449636,-0.89694142,-0.30737922,0.04557827,-0.45375860,-0.24106185,0.29132691,-0.40051299,0.09641936,0.07207797,0.02337438,-0.33832520,-0.29212430,-0.58171844,0.00000000,0.00000000,0.00000000,0,17:14:31.0,0,0
70,0.00000000,0.00000000,0.00000000,-0.11940032,-0.60870612,-0.06982891,-1.00072980,-0.36026102,0.00715644,-0.48642689,-0.27512550,0.26050681,-0.28435004,0.05570824,-0.05074326,-0.17004958,-0.40499705,-0.37896895,-0.59784019,0.00000000,0.00000000,0.00000000,0,17:14:32.0,0,0
71,0.00000000,0.00000000,0.00000000,-0.22231105,-0.69526416,-0.06092516,-0.98756409,-0.29678059,0.08950485,-0.46417230,-0.21294619,0.17908590,-0.21894924,0.17686966,0.06478871,0.02683644,-0.33034575,-0.38277769,-0.53661960,0.00000000,0.00000000,0.00000000,0,17:14:32.0,0,0
72,0.00000000,0.00000000,0.00000000,-0.04513665,-0.66189039,-0.06625672,-1.06377411,-0.24478342,0.11474364,-0.51241410,-0.22598404,0.43653265,-0.34743023,0.21024549,0.13184935,0.03558355,-0.33545861,-0.41339511,-0.53965485,0.00000000,0.00000000,0.00000000,0,17:14:32.0,0,0
73,0.00000000,0.00000000,0.00000000,-0.25513917,-0.78102553,-0.10784148,-1.15981054,-0.24792553,0.06526652,-0.53912354,-0.25270468,0.31605160,-0.30149075,0.17191541,0.10629132,-0.03074753,-0.37301108,-0.48140526,-0.57874018,0.00000000,0.00000000,0.00000000,0,17:14:32.0,0,0
74,0.00000000,0.00000000,0.00000000,-0.07558523,-0.60774767,-0.02017980,-1.04601550,-0.29994929,0.11269176,-0.48068470,-0.24296966,0.33671254,-0.31022149,0.17523208,0.07885909,0.07757746,-0.30557144,-0.41415644,-0.54792929,0.00000000,0.00000000,0.00000000,0,17:14:32.0,0,0
75,0.00000000,0.00000000,0.00000000,0.00285320,-0.55222535,0.03159096,-1.02426922,-0.30261078,0.12872125,-0.46083868,-0.24827728,0.34319901,-0.39755508,0.17488809,0.12679608,0.07939234,-0.31465518,-0.41591135,-0.58627343,0.00000000,0.00000000,0.00000000,0,17:14:33.0,0,0
76,0.00000000,0.00000000,0.00000000,-0.03791983,-0.58489406,-0.01101402,-1.19418478,-0.33089700,0.10925125,-0.51404166,-0.26619428,0.44218537,-0.46290815,0.16463771,0.05804151,-0.10605910,-0.36923558,-0.50478327,-0.58057845,0.00000000,0.00000000,0.00000000,0,17:14:33.0,0,0
77,0.00000000,0.00000000,0.00000000,0.29320294,-0.42246842,0.01811611,-1.22375774,-0.46652842,0.12855476,-0.52184623,-0.30084318,0.42686707,-0.50954318,0.16103391,0.09777726,-0.07386618,-0.28413093,-0.53179061,-0.50889450,0.00000000,0.00000000,0.00000000,0,17:14:33.0,0,0
78,0.00000000,0.00000000,0.00000000,0.49916077,-0.34396738,0.16229692,-1.14170074,-0.38234192,0.22169085,-0.46597397,-0.25177118,0.60271698,-0.46944392,0.25011128,0.15472817,-0.05735885,-0.28864336,-0.49536350,-0.42833394,0.00000000,0.00000000,0.00000000,0,17:14:33.0,0,0
79,0.00000000,0.00000000,0.00000000,0.49910110,-0.37081191,0.06917071,-1.25845599,-0.36197671,0.20003083,-0.51220632,-0.25619012,0.58699596,-0.40709448,0.24583536,0.14720511,-0.15474173,-0.34655523,-0.51687050,-0.40962237,0.00000000,0.00000000,0.00000000,0,17:14:33.0,0,0
80,0.00000000,0.00000000,0.00000000,0.46465915,-0.36327615,0.02565672,-1.32054687,-0.44175053,0.15410683,-0.50671363,-0.29180139,0.61267138,-0.36265254,0.19369200,0.06935324,-0.20860988,-0.36216962,-0.50497878,-0.40407550,0.00000000,0.00000000,0.00000000,0,17:14:34.0,0,0
81,0.00000000,0.00000000,0.00000000,0.73921192,-0.24467398,0.26912594,-1.19842267,-0.40809894,0.21650423,-0.46667248,-0.25821373,0.75041288,-0.42683345,0.25429335,0.15580204,-0.12090899,-0.33319312,-0.45918822,-0.37150809,0.00000000,0.00000000,0.00000000,0,17:14:34.0,0,0
82,0.00000000,0.00000000,0.00000000,0.57353520,-0.31734011,0.16510044,-1.22283363,-0.42061490,0.18400428,-0.46177644,-0.27195844,0.72263908,-0.32525450,0.21683958,0.09372901,-0.12720504,-0.36497638,-0.51227975,-0.40721649,0.00000000,0.00000000,0.00000000,0,17:14:34.0,0,0
83,0.00000000,0.00000000,0.00000000,0.34300902,-0.48269987,-0.08359186,-1.17035651,-0.41478288,0.10340203,-0.56207001,-0.29955941,0.44638675,-0.35037732,0.15502420,0.13275811,-0.07711534,-0.40030783,-0.69961441,-0.53853679,0.00000000,0.00000000,0.00000000,0,17:14:34.0,0,0
84,0.00000000,0.00000000,0.00000000,-0.31230065,-0.61527920,-0.41775647,-1.42830682,-0.36884910,-0.04257704,-0.91237152,-0.39387423,0.46352822,-0.48048532,0.07526447,0.24556579,0.11998670,-0.40204111,-0.76394773,-0.72803909,0.00000000,0.00000000,0.00000000,0,17:14:34.0,0,0
85,0.00000000,0.00000000,0.00000000,-0.37770200,-0.62424582,-0.46850196,-1.73705888,-0.46008515,-0.17086852,-1.13300920,-0.52777702,0.45119798,-0.63750482,-0.02679186,0.23821171,-0.08340607,-0.47834733,-0.86140323,-0.83034116,0.00000000,0.00000000,0.00000000,0,17:14:35.0,0,0
86,0.00000000,0.00000000,0.00000000,-1.75267136,-1.04868793,-0.74715388,-1.89303899,-0.49157402,-0.25099814,-1.22871351,-0.53672338,0.51694065,-0.61285794,-0.03190669,0.15508080,-0.20961778,-0.56776887,-0.92440122,-0.85151756,0.00000000,0.00000000,0.00000000,0,17:14:35.0,0,0
87,0.00000000,0.00000000,0.00000000,-1.61477304,-1.00742602,-0.67051733,-1.82668388,-0.42881495,-0.15202548,-1.15919018,-0.47020704,0.59612870,-0.68351412,0.07815712,0.30365726,-0.00484097,-0.48408833,-0.90254116,-0.74566865,0.00000000,0.00000000,0.00000000,0,17:14:35.0,0,0
